Goles, Tiros Totales, xG                  , npxG                , xAG                 , xA                  , Acciones_que_crean_tiros, Pases_intentados, Pases_progresivos, Regates_exitosos, Pases_medios_completados, Pases_largos_completados, Pases_en_ultimo_tercio, Pases_al_hueco, Pases_centros, Pases_completados, Valla_no_vencida, Errores_defnsivos_ocasion_tiro, Toques_en_zona_ofensiva, Toques_en_area_rival, %_de_regates_exitosos, Acarreos_ultimo_tercio, Pases_recibidos, Pases_progresivos_recibidos, Centros, Duelos_aereos_ganados, %_de_duelos_aereos_ganados, market_value_million_eur, age_years         , GK, DF, MF, FW, nat_Other, nat_ar ARG, nat_be BEL, nat_br BRA, nat_ch SUI, nat_ci CIV, nat_dk DEN, nat_dz ALG, nat_eng ENG, nat_es ESP, nat_fr FRA, nat_gh GHA, nat_it ITA, nat_ma MAR, nat_ml MLI, nat_ng NGA, nat_nl NED, nat_pt POR, nat_rs SRB, nat_se SWE, nat_sn SEN
    5,            35,  4.4                ,  4.4                ,  2.4                ,  1.9000000000000001 ,                       57,              640,                55,               41,                      139,                       14,                     28,              5,            48,               490,                7,                              0,                     500,                  105,    45.35             ,                     50,             612,                         189,      48,                    21,         53.12916666666666 ,                    40.0 , 27.972602739726028,  0,  1,  1,  1, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             2,  0.2                ,  0.2                ,  1.4                ,  1.4                ,                       10,              280,                16,                8,                       88,                       16,                      6,              0,            24,               218,                2,                              2,                     118,                   14,    43.32             ,                      4,             180,                          44,      24,                     8,         56.660000000000004,                     7.0 , 20.26027397260274 ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    1,            13,  1.3                ,  1.3                ,  1.4000000000000001 ,  1.6                ,                       28,              465,                38,               19,                      122,                       34,                     24,              2,            35,               363,                7,                              1,                     228,                   35,    41.67142857142857 ,                     24,             373,                          77,      35,                     9,         44.050000000000004,                    23.0 , 24.21095890410959 ,  0,  1,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    2,            22,  2.2                ,  2.2                ,  2.0                ,  0.4                ,                       26,              209,                18,               15,                       55,                       12,                     11,              0,             2,               159,                3,                              0,                     154,                   52,    55.949999999999996,                      9,             247,                          62,       2,                    31,         45.957142857142856,                     3.4 , 27.257534246575343,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             2,  0.9                ,  0.9                ,  0.1                ,  0.1                ,                        3,               53,                 3,                2,                       10,                        3,                      1,              0,             0,                41,                1,                              0,                      27,                    5,    50.0              ,                      1,              51,                          13,       0,                     1,         12.5              ,                     4.5 , 28.101369863013698,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , True      , False     , False     , False     , False     , False
    0,             2,  0.0                ,  0.0                ,  0.0                ,  0.6000000000000001 ,                       12,              302,                12,                6,                       76,                       14,                     14,              2,            10,               248,                4,                              0,                     110,                    4,    50.0              ,                     14,             200,                          22,      10,                     6,         62.5              ,                     2.5 , 26.852054794520548,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    3,            26,  1.7000000000000002 ,  1.7000000000000002 ,  1.0                ,  1.1                ,                       49,              485,                48,               38,                      130,                       18,                     31,              4,            44,               386,                8,                              1,                     334,                   38,    64.8              ,                     27,             496,                          97,      44,                     6,         25.89375          ,                    50.0 , 19.980821917808218,  0,  0,  1,  1, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.4                ,  0.6000000000000001 ,                       20,              430,                48,               10,                      160,                       42,                     40,              6,            36,               320,                2,                              0,                     116,                    2,    77.76666666666667 ,                     12,             298,                          16,      36,                     2,         33.333333333333336,                     2.0 , 33.44931506849315 ,  0,  1,  0,  0, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             6,  0.5                ,  0.5                ,  0.1                ,  0.0                ,                        9,              234,                24,                3,                       85,                       16,                     17,              0,             8,               192,                2,                              0,                      79,                    6,    41.65             ,                      6,             164,                          11,       8,                     4,         50.0              ,                    13.0 , 29.583561643835615,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , True      , False     , False     , False     , False
    0,            36,  3.0                ,  3.0                ,  7.800000000000001  ,  4.8                ,                      108,             1506,               198,               42,                      492,                      120,                    132,              6,            12,              1218,               12,                              0,                     498,                   48,    63.900000000000006,                     18,            1236,                          60,      12,                    48,         52.78333333333333 ,                     8.0 , 20.791780821917808,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    2,            14,  1.2                ,  1.2                ,  1.6                ,  1.3                ,                       23,              297,                30,                4,                       81,                       12,                     20,              3,            31,               226,                2,                              0,                     187,                   15,    27.78333333333333 ,                     18,             252,                          22,      31,                     3,         25.0              ,                    20.0 , 33.843835616438355,  0,  0,  1,  1, False    , False     , True      , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    7,            35,  5.1                ,  5.1                ,  1.8                ,  0.7000000000000001 ,                       38,              356,                23,               25,                       68,                        8,                     18,              0,            31,               207,               14,                              0,                     337,                   94,    31.920833333333334,                     21,             378,                         116,      31,                    65,         54.12083333333334 ,                    30.0 , 23.49041095890411 ,  0,  0,  1,  1, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    3,            17,  2.5                ,  2.5                ,  0.8                ,  0.7000000000000001 ,                       26,              492,                56,               17,                      171,                       13,                     47,              2,             6,               428,                4,                              1,                     160,                   22,    58.0              ,                     29,             457,                          28,       6,                     7,         45.83             ,                    40.0 , 24.076712328767123,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    5,            42,  4.3                ,  4.3                ,  2.4000000000000004 ,  2.0                ,                       44,              447,                39,               13,                      109,                       17,                     28,              6,            35,               351,                0,                              0,                     349,                   82,    19.392857142857142,                     45,             459,                         113,      35,                    10,         53.57142857142857 ,                    90.0 , 24.123287671232877,  0,  0,  1,  1, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             2,  0.0                ,  0.0                ,  0.0                ,  0.0                ,                        2,               98,                 6,                0,                       22,                       10,                      6,              0,             6,                62,                4,                              0,                      32,                    4,     0.0              ,                      8,              72,                           2,       6,                     4,         66.65             ,                     5.0 , 22.87123287671233 ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , True      , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.0                ,  0.1                ,                       10,              125,                15,                2,                       43,                       10,                     11,              0,            24,                87,                2,                              0,                      64,                    1,    66.66666666666667 ,                      5,              68,                           4,      24,                     3,         55.53333333333333 ,                     4.0 , 34.56438356164384 ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             4,  0.2                ,  0.2                ,  0.8                ,  0.6000000000000001 ,                       16,               94,                 4,               10,                       22,                       14,                      0,              0,            28,                62,                0,                              0,                      82,                   14,    70.0              ,                      6,              96,                          36,      28,                     8,         46.660000000000004,                     1.5 , 28.12876712328767 ,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             1,  0.0                ,  0.0                ,  0.1                ,  0.1                ,                        1,               63,                 6,                0,                       19,                        4,                      6,              0,             1,                59,                1,                              0,                      16,                    0,     0.0              ,                      1,              40,                           3,       1,                     0,          0.0              ,                     0.9 , 33.66027397260274 ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             1,  0.1                ,  0.1                ,  0.9                ,  0.4                ,                        8,              211,                16,                2,                       72,                       16,                      9,              1,            19,               158,                5,                              0,                      87,                    2,    25.0              ,                      5,             132,                          13,      19,                     6,         33.88333333333333 ,                     2.4 , 29.86027397260274 ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , True      , False     , False     , False     , False
    0,            14,  0.30000000000000004,  0.30000000000000004,  1.1                ,  1.0                ,                       29,              719,                59,               31,                      163,                       27,                     42,              1,             4,               628,                4,                              1,                     229,                   27,    41.76111111111111 ,                     14,             657,                          32,       4,                    17,         42.03333333333333 ,                    50.0 , 20.06027397260274 ,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.0                ,  0.0                ,                        3,              112,                10,                2,                       31,                        8,                     13,              0,             1,                89,                2,                              0,                      11,                    0,    41.666666666666664,                      1,              80,                           2,       1,                     3,         38.9              ,                     8.0 , 33.24109589041096 ,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             1,  0.0                ,  0.0                ,  0.1                ,  0.0                ,                        2,               30,                 1,                2,                        5,                        3,                      1,              0,             7,                18,                0,                              0,                      36,                    4,    25.0              ,                      6,              36,                          13,       7,                     0,          0.0              ,                     1.4 , 24.556164383561644,  0,  0,  1,  1, False    , False     , False     , False     , False     , True      , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             3,  0.4                ,  0.4                ,  0.2                ,  0.0                ,                        4,               98,                 9,                4,                       54,                        8,                     11,              0,             0,                87,                2,                              0,                       8,                    3,    33.35             ,                      2,              82,                           0,       0,                     3,         37.5              ,                    17.0 , 27.243835616438357,  0,  1,  0,  0, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             2,  0.3                ,  0.3                ,  1.0                ,  1.0                ,                       12,              214,                28,                4,                       69,                       21,                     13,              0,            25,               176,                1,                              0,                      69,                    5,    75.0              ,                      2,             143,                          15,      25,                     1,         25.0              ,                    18.0 , 29.019178082191782,  0,  1,  0,  0, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  1.4                ,  1.4                ,                       12,              330,                26,               10,                      100,                       14,                     14,              0,            12,               244,                6,                              0,                     128,                    6,    71.42857142857143 ,                     18,             246,                          58,      12,                    22,         70.24285714285715 ,                     7.0 , 26.221917808219178,  0,  1,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , True
    0,             0,  0.0                ,  0.0                ,  0.1                ,  0.1                ,                        2,               25,                 2,                0,                        9,                        1,                      1,              0,             1,                20,                1,                              1,                       2,                    0,     0.0              ,                      0,              18,                           1,       1,                     2,        100.0              ,                    13.0 , 22.854794520547944,  0,  0,  1,  0, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             3,  0.7                ,  0.7                ,  0.6                ,  0.2                ,                        5,              136,                 9,                3,                       36,                        8,                      7,              0,             3,               100,                1,                              0,                      43,                   10,    75.0              ,                      6,             107,                          15,       3,                     4,         49.974999999999994,                    18.0 , 26.797260273972604,  0,  1,  0,  0, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.0                ,  0.2                ,                        3,              159,                11,                1,                       52,                        7,                     19,              1,             3,               132,                2,                              0,                      33,                    1,    25.0              ,                      0,             121,                           6,       3,                     2,        100.0              ,                     4.0 , 34.55068493150685 ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             7,  0.2                ,  0.2                ,  0.1                ,  0.30000000000000004,                       12,              414,                42,                9,                      137,                       16,                     31,              3,            16,               368,                5,                              0,                     141,                    8,    40.471428571428575,                     15,             359,                          33,      16,                     3,         28.571428571428573,                    15.0 , 27.786301369863015,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    8,            25,  6.1                ,  3.8                ,  1.0                ,  0.6000000000000001 ,                       14,              165,                16,               16,                       36,                        9,                      9,              1,             3,               133,                0,                              1,                     180,                   52,    41.371428571428574,                     19,             216,                          66,       3,                     3,         35.714285714285715,                   180.0 , 26.389041095890413,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.1                ,  0.1                ,                        4,              114,                 7,                0,                       42,                        2,                     12,              0,             0,               100,                2,                              0,                      21,                    1,     0.0              ,                      2,              90,                           4,       0,                     3,        100.0              ,                     6.0 , 21.073972602739726,  0,  1,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , True      , False     , False     , False     , False
    0,            11,  0.7                ,  0.7                ,  0.7000000000000001 ,  0.7                ,                       15,              102,                 5,                7,                       24,                        4,                      1,              1,            16,                77,                4,                              0,                      77,                   15,    29.6125           ,                      5,             109,                          30,      16,                     2,         12.5              ,                     4.5 , 24.161643835616438,  0,  0,  1,  1, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,            12,  0.8                ,  0.8                ,  2.6                ,  2.2                ,                       42,              682,                70,                6,                      254,                       68,                     74,              2,            40,               582,                4,                              2,                     222,                    6,    25.0              ,                     24,             540,                          22,      40,                     4,         33.333333333333336,                    22.0 , 21.2              ,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , True
    0,             4,  0.4                ,  0.4                ,  1.1                ,  0.1                ,                        9,               46,                 4,                3,                        6,                        1,                      2,              1,             0,                40,                0,                              0,                      35,                    3,    33.3              ,                      3,              47,                          11,       0,                     0,          0.0              ,                   200.0 , 17.095890410958905,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             1,  0.3                ,  0.3                ,  0.0                ,  0.0                ,                       14,              346,                35,               10,                      130,                       37,                     30,              2,             6,               294,                6,                              0,                      68,                    9,    59.725            ,                      6,             264,                          15,       6,                    11,         38.333333333333336,                     2.5 , 29.104109589041094,  0,  1,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , True      , False     , False     , False     , False     , False     , False
    4,            56,  6.4                ,  4.800000000000001  ,  2.6                ,  2.4                ,                       94,              634,                70,               28,                      146,                       18,                     32,              6,            22,               474,               10,                              0,                     452,                  118,    39.05625          ,                     36,             658,                         180,      22,                    32,         28.9875           ,                     4.0 , 25.438356164383563,  0,  0,  1,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , True      , False     , False     , False     , False     , False     , False
    0,             2,  0.4                ,  0.4                ,  0.0                ,  0.0                ,                        0,               20,                 0,                2,                        6,                        0,                      0,              0,             2,                18,                0,                              0,                      14,                    2,    50.0              ,                      0,              20,                           6,       2,                     0,          0.0              ,                     1.2 , 21.852054794520548,  0,  0,  0,  1, False    , False     , False     , False     , False     , True      , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    7,            66,  9.5                ,  9.5                ,  1.7                ,  1.4                ,                       40,              336,                39,               12,                       71,                       20,                     21,              6,             7,               247,                5,                              0,                     284,                   96,    27.841176470588238,                     14,             413,                         112,       7,                    24,         56.858823529411765,                    95.0 , 27.660273972602738,  0,  0,  0,  1, False    , True      , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    2,            26,  1.6                ,  1.6                ,  2.5                ,  2.8                ,                       55,              432,                67,               21,                      124,                       45,                     39,              2,            39,               346,                3,                              0,                     302,                   38,    44.78             ,                     25,             416,                          62,      39,                     3,         16.666666666666668,                    17.0 , 23.224657534246575,  0,  1,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , True      , False     , False
    3,            29,  3.6                ,  3.6                ,  2.2                ,  1.7000000000000002 ,                       46,              454,                61,               17,                      142,                       18,                     20,              2,            43,               343,                5,                              0,                     367,                   68,    42.43125          ,                     23,             449,                         104,      43,                     5,         22.91875          ,                    22.0 , 30.45205479452055 ,  0,  0,  0,  1, False    , False     , True      , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    4,            28,  3.0                ,  3.0                ,  4.2                ,  4.6                ,                       56,              864,                94,               22,                      280,                       76,                     84,              6,            58,               778,                2,                              2,                     476,                   44,    44.771428571428565,                     12,             802,                          70,      58,                     4,         28.571428571428573,                    25.0 , 24.046575342465754,  0,  0,  0,  1, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             6,  0.4                ,  0.4                ,  0.7000000000000001 ,  1.5                ,                       12,              142,                 9,                2,                       36,                        8,                      7,              1,            14,               100,                3,                              0,                     118,                   23,    10.716666666666667,                     11,             139,                          48,      14,                     4,         50.0              ,                    28.0 , 27.482191780821918,  0,  0,  0,  1, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.0                ,  0.0                ,                        4,              128,                10,                4,                       56,                        2,                      6,              0,             0,               122,                2,                              0,                       2,                    2,   100.0              ,                      0,             110,                           0,       0,                     2,         33.3              ,                    20.0 , 25.734246575342464,  0,  1,  0,  0, False    , True      , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             1,  0.1                ,  0.1                ,  0.0                ,  0.0                ,                        0,                3,                 0,                0,                        0,                        0,                      0,              0,             0,                 2,                0,                              0,                       3,                    2,     0.0              ,                      0,               4,                           0,       0,                     1,        100.0              ,                     0.7 , 36.205479452054796,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , True      , False     , False     , False     , False     , False     , False     , False     , False
    0,             2,  0.0                ,  0.0                ,  0.8                ,  0.6                ,                        6,               60,                 6,                0,                       18,                        0,                      0,              4,             2,                48,                2,                              2,                      52,                    8,     0.0              ,                      6,              46,                          14,       2,                     2,         50.0              ,                     3.5 , 31.435616438356163,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , True      , False     , False     , False     , False     , False     , False     , False     , False
    1,             6,  0.7                ,  0.7                ,  0.4                ,  0.2                ,                       11,              268,                24,                8,                      102,                       12,                     24,              1,             2,               228,                2,                              0,                      72,                   13,    56.25             ,                      6,             226,                           9,       2,                     6,         35.4125           ,                    18.0 , 21.065753424657533,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , False      , False     , True      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.0                ,  0.0                ,                        3,              140,                10,                1,                       75,                        4,                     13,              0,             0,               120,                2,                              0,                       3,                    0,    50.0              ,                      1,             118,                           0,       0,                     1,         50.0              ,                    55.0 , 21.82191780821918 ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    1,             4,  0.2                ,  0.2                ,  0.2                ,  0.0                ,                        7,              130,                16,                2,                       56,                        5,                     15,              1,             9,                98,                2,                              0,                      35,                    2,    50.0              ,                      3,              78,                           2,       9,                     3,         50.0              ,                    15.0 , 27.70958904109589 ,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             2,  0.0                ,  0.0                ,  0.9                ,  0.5                ,                       18,              251,                19,                5,                       92,                        9,                     13,              1,            13,               211,                1,                              0,                      82,                   10,    80.0              ,                      7,             196,                          15,      13,                    10,         75.0              ,                    28.0 , 25.747945205479454,  0,  0,  1,  0, True     , False     , False     , False     , False     , False     , False     , False     , False      , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    0,             0,  0.0                ,  0.0                ,  0.1                ,  0.6                ,                        3,              143,                15,                1,                       41,                       18,                     13,              0,            12,               120,                0,                              1,                      46,                    5,    50.0              ,                      4,             105,                           7,      12,                     2,         33.35             ,                    32.0 , 20.2986301369863  ,  0,  1,  0,  0, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    1,             3,  0.5                ,  0.5                ,  0.0                ,  0.0                ,                        2,               61,                 8,                0,                       18,                        3,                      4,              0,             0,                49,                2,                              1,                      22,                    5,     0.0              ,                      0,              59,                           3,       0,                     5,         78.55             ,                    22.0 , 18.816438356164383,  0,  0,  1,  0, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
    6,            40,  6.4                ,  4.8                ,  1.4000000000000001 ,  0.9                ,                       42,              218,                22,               28,                       41,                        7,                     14,              3,             3,               140,                9,                              0,                     212,                   59,    39.278260869565216,                     29,             325,                          65,       3,                    34,         37.743478260869566,                    40.0 , 22.24931506849315 ,  0,  0,  0,  1, False    , False     , False     , False     , False     , False     , False     , False     , True       , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False     , False
